Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Horsham Rural City,2013,Units/Apartment,73,176750,192463,-36.8870422,142.1063337
Horsham Rural City,2013,Vacant House Block,91,99500,112512,-36.8870422,142.1063337
Horsham Rural City,2012,House,343,219000,231025,-36.8870422,142.1063337
Horsham Rural City,2012,Units/Apartment,63,188000,198225,-36.8870422,142.1063337
Horsham Rural City,2012,Vacant House Block,93,93000,96862,-36.8870422,142.1063337
Horsham Rural City,2011,House,296,210000,228533,-36.8870422,142.1063337
Horsham Rural City,2011,Units/Apartment,58,197500,213734,-36.8870422,142.1063337
Horsham Rural City,2011,Vacant House Block,89,96260,105360,-36.8870422,142.1063337
Horsham Rural City,2010,House,344,185000,203230,-36.8870422,142.1063337
Horsham Rural City,2010,Units/Apartment,48,202500,215443,-36.8870422,142.1063337
Horsham Rural City,2010,Vacant House Block,75,84000,81825,-36.8870422,142.1063337
Horsham Rural City,2009,House,411,178000,190557,-36.8870422,142.1063337
Horsham Rural City,2009,Units/Apartment,57,177500,197890,-36.8870422,142.1063337
Horsham Rural City,2009,Vacant House Block,77,62200,60792,-36.8870422,142.1063337
Horsham Rural City,2008,House,382,177500,198214,-36.8870422,142.1063337
Horsham Rural City,2008,Units/Apartment,54,180500,183741,-36.8870422,142.1063337
Horsham Rural City,2008,Vacant House Block,56,62675,60554,-36.8870422,142.1063337
Horsham Rural City,2007,House,407,173000,189362,-36.8870422,142.1063337
Horsham Rural City,2007,Units/Apartment,54,152000,167722,-36.8870422,142.1063337
Horsham Rural City,2007,Vacant House Block,79,62000,74766,-36.8870422,142.1063337
Horsham Rural City,2006,House,319,167500,187803,-36.8870422,142.1063337
Horsham Rural City,2006,Units/Apartment,51,175000,187214,-36.8870422,142.1063337
Horsham Rural City,2006,Vacant House Block,141,63800,69906,-36.8870422,142.1063337
Hume City,2016,House,3237,427000,448790,-37.5986911,144.8291259
Hume City,2016,Units/Apartment,611,335000,347942,-37.5986911,144.8291259
Hume City,2016,Vacant House Block,1437,239000,237566,-37.5986911,144.8291259
Hume City,2015,House,3299,390000,413783,-37.5986911,144.8291259
Hume City,2015,Units/Apartment,671,325000,342868,-37.5986911,144.8291259
Hume City,2015,Vacant House Block,2742,224000,220756,-37.5986911,144.8291259
Hume City,2014,House,2724,369000,391046,-37.5986911,144.8291259
Hume City,2014,Units/Apartment,673,319000,317691,-37.5986911,144.8291259
Hume City,2014,Vacant House Block,1916,212750,215548,-37.5986911,144.8291259
Hume City,2013,House,2389,360000,383339,-37.5986911,144.8291259
Hume City,2013,Units/Apartment,570,305000,300196,-37.5986911,144.8291259
Hume City,2013,Vacant House Block,1556,200501,201927,-37.5986911,144.8291259
Hume City,2012,House,2116,350000,372300,-37.5986911,144.8291259
Hume City,2012,Units/Apartment,494,310000,302194,-37.5986911,144.8291259
Hume City,2012,Vacant House Block,1311,199900,201045,-37.5986911,144.8291259
Hume City,2011,House,2311,361000,383754,-37.5986911,144.8291259
Hume City,2011,Units/Apartment,494,320000,314070,-37.5986911,144.8291259
Hume City,2011,Vacant House Block,1309,209000,211659,-37.5986911,144.8291259
Hume City,2010,House,2492,370000,389369,-37.5986911,144.8291259
Hume City,2010,Units/Apartment,447,319000,345449,-37.5986911,144.8291259
Hume City,2010,Vacant House Block,1483,191000,200511,-37.5986911,144.8291259
Hume City,2009,House,3024,325000,340153,-37.5986911,144.8291259
Hume City,2009,Units/Apartment,636,275000,285178,-37.5986911,144.8291259
Hume City,2009,Vacant House Block,1683,160000,166212,-37.5986911,144.8291259
Hume City,2008,House,2873,280000,299653,-37.5986911,144.8291259
Hume City,2008,Units/Apartment,562,255000,265847,-37.5986911,144.8291259
Hume City,2008,Vacant House Block,1390,143000,150392,-37.5986911,144.8291259
Hume City,2007,House,2862,260000,284088,-37.5986911,144.8291259
Hume City,2007,Units/Apartment,555,228500,246568,-37.5986911,144.8291259
Hume City,2007,Vacant House Block,1632,130900,138798,-37.5986911,144.8291259
Hume City,2006,House,2232,249000,269444,-37.5986911,144.8291259
Hume City,2006,Units/Apartment,407,235000,247029,-37.5986911,144.8291259
Hume City,2006,Vacant House Block,1395,127902,139773,-37.5986911,144.8291259
Indigo Shire,2016,House,162,290000,310299,-36.2306763,146.6962857
Indigo Shire,2016,Units/Apartment,14,226000,241464,-36.2306763,146.6962857
Indigo Shire,2016,Vacant House Block,46,100000,114636,-36.2306763,146.6962857
Indigo Shire,2015,House,173,268000,286037,-36.2306763,146.6962857
Indigo Shire,2015,Units/Apartment,19,180000,190789,-36.2306763,146.6962857
Indigo Shire,2015,Vacant House Block,78,94500,110556,-36.2306763,146.6962857
Indigo Shire,2014,House,168,252500,260851,-36.2306763,146.6962857
Indigo Shire,2014,Units/Apartment,15,195000,190933,-36.2306763,146.6962857
Indigo Shire,2014,Vacant House Block,46,107500,107843,-36.2306763,146.6962857
Indigo Shire,2013,House,174,262500,270192,-36.2306763,146.6962857
Indigo Shire,2013,Units/Apartment,21,210000,217142,-36.2306763,146.6962857
Indigo Shire,2013,Vacant House Block,64,98500,102094,-36.2306763,146.6962857
Indigo Shire,2012,House,149,260000,270157,-36.2306763,146.6962857
Indigo Shire,2012,Units/Apartment,14,196250,208428,-36.2306763,146.6962857
Indigo Shire,2012,Vacant House Block,45,80000,93822,-36.2306763,146.6962857
Indigo Shire,2011,House,143,246000,267354,-36.2306763,146.6962857
Indigo Shire,2011,Units/Apartment,13,210000,215000,-36.2306763,146.6962857
Indigo Shire,2011,Vacant House Block,48,84000,101882,-36.2306763,146.6962857
Indigo Shire,2010,House,159,245000,262128,-36.2306763,146.6962857
Indigo Shire,2010,Units/Apartment,12,159000,154625,-36.2306763,146.6962857
Indigo Shire,2010,Vacant House Block,57,77000,87979,-36.2306763,146.6962857
Indigo Shire,2009,House,128,215000,227046,-36.2306763,146.6962857
Indigo Shire,2009,Units/Apartment,21,195000,201676,-36.2306763,146.6962857
Indigo Shire,2009,Vacant House Block,61,84000,94556,-36.2306763,146.6962857
Indigo Shire,2008,House,110,226000,238758,-36.2306763,146.6962857
Indigo Shire,2008,Units/Apartment,17,174000,207852,-36.2306763,146.6962857
Indigo Shire,2008,Vacant House Block,45,90000,89355,-36.2306763,146.6962857
Indigo Shire,2007,House,160,217250,235215,-36.2306763,146.6962857
Indigo Shire,2007,Units/Apartment,12,201250,193333,-36.2306763,146.6962857
Indigo Shire,2007,Vacant House Block,54,87500,104213,-36.2306763,146.6962857
Indigo Shire,2006,House,157,218000,233610,-36.2306763,146.6962857
Indigo Shire,2006,Units/Apartment,21,159950,158185,-36.2306763,146.6962857
Indigo Shire,2006,Vacant House Block,51,75000,80681,-36.2306763,146.6962857
Kingston City,2016,House,1658,863500,931137,-37.9818897,145.1044805
Kingston City,2016,Units/Apartment,1528,535000,568149,-37.9818897,145.1044805
Kingston City,2016,Vacant House Block,7,520000,432714,-37.9818897,145.1044805
Kingston City,2015,House,1872,772750,835471,-37.9818897,145.1044805
Kingston City,2015,Units/Apartment,1845,495000,535644,-37.9818897,145.1044805
Kingston City,2015,Vacant House Block,26,328750,327557,-37.9818897,145.1044805
Kingston City,2014,House,1863,685000,737929,-37.9818897,145.1044805
Kingston City,2014,Units/Apartment,1899,470000,498051,-37.9818897,145.1044805
Kingston City,2014,Vacant House Block,63,350000,421563,-37.9818897,145.1044805
Kingston City,2013,House,1717,618000,660674,-37.9818897,145.1044805
Kingston City,2013,Units/Apartment,1544,447250,474306,-37.9818897,145.1044805
Kingston City,2013,Vacant House Block,101,350000,351954,-37.9818897,145.1044805
Kingston City,2012,House,1455,580000,613985,-37.9818897,145.1044805
Kingston City,2012,Units/Apartment,1422,420000,438296,-37.9818897,145.1044805
Kingston City,2012,Vacant House Block,116,319501,343790,-37.9818897,145.1044805
Kingston City,2011,House,1568,590000,630313,-37.9818897,145.1044805
Kingston City,2011,Units/Apartment,1366,425000,453677,-37.9818897,145.1044805
Kingston City,2011,Vacant House Block,49,410000,366909,-37.9818897,145.1044805
Kingston City,2010,House,1783,620000,654118,-37.9818897,145.1044805
Kingston City,2010,Units/Apartment,1525,443000,478260,-37.9818897,145.1044805
Kingston City,2010,Vacant House Block,60,362500,380712,-37.9818897,145.1044805
Kingston City,2009,House,1860,520000,559327,-37.9818897,145.1044805
Kingston City,2009,Units/Apartment,1758,380000,402327,-37.9818897,145.1044805
Kingston City,2009,Vacant House Block,80,263550,284180,-37.9818897,145.1044805
Kingston City,2008,House,1613,500000,537512,-37.9818897,145.1044805
Kingston City,2008,Units/Apartment,1377,348500,374116,-37.9818897,145.1044805
Kingston City,2008,Vacant House Block,99,240800,251912,-37.9818897,145.1044805
Kingston City,2007,House,2369,465000,511362,-37.9818897,145.1044805
Kingston City,2007,Units/Apartment,2087,333000,365163,-37.9818897,145.1044805
Kingston City,2007,Vacant House Block,303,251625,235872,-37.9818897,145.1044805
Kingston City,2006,House,1849,400000,448061,-37.9818897,145.1044805
Kingston City,2006,Units/Apartment,1493,280000,311988,-37.9818897,145.1044805
Kingston City,2006,Vacant House Block,117,252500,251243,-37.9818897,145.1044805
Knox City,2016,House,1930,716250,742737,-37.8715,145.248
Knox City,2016,Units/Apartment,740,490000,504669,-37.8715,145.248
Knox City,2016,Vacant House Block,53,435000,433865,-37.8715,145.248
Knox City,2015,House,2307,670000,703563,-37.8715,145.248
Knox City,2015,Units/Apartment,986,460000,466653,-37.8715,145.248
Knox City,2015,Vacant House Block,141,455000,464018,-37.8715,145.248
Knox City,2014,House,2143,572000,599630,-37.8715,145.248
Knox City,2014,Units/Apartment,953,420000,424926,-37.8715,145.248
Knox City,2014,Vacant House Block,134,432500,410736,-37.8715,145.248
Knox City,2013,House,2021,510000,534915,-37.8715,145.248
Knox City,2013,Units/Apartment,992,390000,397709,-37.8715,145.248
Knox City,2013,Vacant House Block,126,410000,400559,-37.8715,145.248
Knox City,2012,House,1684,476000,500477,-37.8715,145.248
Knox City,2012,Units/Apartment,811,375000,384350,-37.8715,145.248
Knox City,2012,Vacant House Block,97,398000,368912,-37.8715,145.248
Knox City,2011,House,1825,480000,503047,-37.8715,145.248
Knox City,2011,Units/Apartment,698,375000,385446,-37.8715,145.248
Knox City,2011,Vacant House Block,50,387500,364670,-37.8715,145.248
Knox City,2010,House,1929,491500,516072,-37.8715,145.248
Knox City,2010,Units/Apartment,756,381250,392232,-37.8715,145.248
Knox City,2010,Vacant House Block,58,357500,318123,-37.8715,145.248
Knox City,2009,House,2083,417500,443233,-37.8715,145.248
Knox City,2009,Units/Apartment,949,349000,351013,-37.8715,145.248
Knox City,2009,Vacant House Block,44,227500,229589,-37.8715,145.248
Knox City,2008,House,1975,382000,405606,-37.8715,145.248
Knox City,2008,Units/Apartment,784,316000,325925,-37.8715,145.248
Knox City,2008,Vacant House Block,43,250000,226859,-37.8715,145.248
Knox City,2007,House,2361,360000,383265,-37.8715,145.248
Knox City,2007,Units/Apartment,1029,285000,291698,-37.8715,145.248
Knox City,2007,Vacant House Block,153,249000,238329,-37.8715,145.248
Knox City,2006,House,2148,312500,338346,-37.8715,145.248
Knox City,2006,Units/Apartment,810,262250,270120,-37.8715,145.248
Knox City,2006,Vacant House Block,148,215000,211714,-37.8715,145.248
Latrobe City,2016,House,1215,210000,234588,-38.255603,146.4719928
Latrobe City,2016,Units/Apartment,160,171000,191913,-38.255603,146.4719928
Latrobe City,2016,Vacant House Block,165,136000,139956,-38.255603,146.4719928
Latrobe City,2015,House,1206,215000,234123,-38.255603,146.4719928
Latrobe City,2015,Units/Apartment,210,181000,189056,-38.255603,146.4719928
Latrobe City,2015,Vacant House Block,211,135350,139348,-38.255603,146.4719928
Latrobe City,2014,House,1127,216000,234879,-38.255603,146.4719928
Latrobe City,2014,Units/Apartment,181,188000,205404,-38.255603,146.4719928
Latrobe City,2014,Vacant House Block,261,136500,133986,-38.255603,146.4719928
Latrobe City,2013,House,1151,212000,231192,-38.255603,146.4719928
Latrobe City,2013,Units/Apartment,185,170000,195669,-38.255603,146.4719928
Latrobe City,2013,Vacant House Block,271,129500,131187,-38.255603,146.4719928
Latrobe City,2012,House,1121,208000,225168,-38.255603,146.4719928
Latrobe City,2012,Units/Apartment,179,175000,207247,-38.255603,146.4719928
Latrobe City,2012,Vacant House Block,198,135000,134699,-38.255603,146.4719928
Latrobe City,2011,House,1124,209000,229528,-38.255603,146.4719928
Latrobe City,2011,Units/Apartment,207,165000,185237,-38.255603,146.4719928
Latrobe City,2011,Vacant House Block,237,127000,127745,-38.255603,146.4719928
Latrobe City,2010,House,1297,195000,220990,-38.255603,146.4719928
Latrobe City,2010,Units/Apartment,229,157500,192881,-38.255603,146.4719928
Latrobe City,2010,Vacant House Block,386,110000,110468,-38.255603,146.4719928
Latrobe City,2009,House,1584,176750,198017,-38.255603,146.4719928
Latrobe City,2009,Units/Apartment,261,160000,183846,-38.255603,146.4719928
Latrobe City,2009,Vacant House Block,529,102000,100384,-38.255603,146.4719928
Latrobe City,2008,House,1329,165000,185305,-38.255603,146.4719928
Latrobe City,2008,Units/Apartment,208,143500,161084,-38.255603,146.4719928
Latrobe City,2008,Vacant House Block,360,96000,97291,-38.255603,146.4719928
Latrobe City,2007,House,1712,160000,181991,-38.255603,146.4719928
Latrobe City,2007,Units/Apartment,251,145000,165348,-38.255603,146.4719928
Latrobe City,2007,Vacant House Block,540,88000,91943,-38.255603,146.4719928
Latrobe City,2006,House,1426,152000,170331,-38.255603,146.4719928
Latrobe City,2006,Units/Apartment,215,144000,168732,-38.255603,146.4719928
Latrobe City,2006,Vacant House Block,507,82000,82122,-38.255603,146.4719928
Loddon Shire,2016,House,82,157500,167189,-36.4175636,143.9106594
Loddon Shire,2016,Units/Apartment,1,150000,150000,-36.4175636,143.9106594
Loddon Shire,2016,Vacant House Block,13,31600,45742,-36.4175636,143.9106594
Loddon Shire,2015,House,52,130000,153259,-36.4175636,143.9106594
Loddon Shire,2015,Units/Apartment,0,140000,140000,-36.4175636,143.9106594
Loddon Shire,2015,Vacant House Block,22,25000,39222,-36.4175636,143.9106594
Loddon Shire,2014,House,74,137500,143033,-36.4175636,143.9106594
Loddon Shire,2014,Units/Apartment,2,140000,140000,-36.4175636,143.9106594
Loddon Shire,2014,Vacant House Block,28,35375,46203,-36.4175636,143.9106594
Loddon Shire,2013,House,71,149000,156933,-36.4175636,143.9106594
Loddon Shire,2013,Units/Apartment,1,116000,116000,-36.4175636,143.9106594
Loddon Shire,2013,Vacant House Block,30,35000,69641,-36.4175636,143.9106594
Loddon Shire,2012,House,66,121250,143391,-36.4175636,143.9106594
Loddon Shire,2012,Units/Apartment,0,103000,103000,-36.4175636,143.9106594
Loddon Shire,2012,Vacant House Block,30,26250,34392,-36.4175636,143.9106594
Loddon Shire,2011,House,93,130000,133945,-36.4175636,143.9106594
Loddon Shire,2011,Units/Apartment,2,103000,103000,-36.4175636,143.9106594
Loddon Shire,2011,Vacant House Block,16,35000,38387,-36.4175636,143.9106594
Loddon Shire,2010,House,63,145000,159896,-36.4175636,143.9106594
Loddon Shire,2010,Units/Apartment,3,120000,121333,-36.4175636,143.9106594
Loddon Shire,2010,Vacant House Block,34,48000,53779,-36.4175636,143.9106594
Loddon Shire,2009,House,48,111500,114453,-36.4175636,143.9106594
Loddon Shire,2009,Units/Apartment,3,130000,133333,-36.4175636,143.9106594
Loddon Shire,2009,Vacant House Block,28,24000,36280,-36.4175636,143.9106594
Loddon Shire,2008,House,79,100000,111744,-36.4175636,143.9106594
Loddon Shire,2008,Units/Apartment,3,85000,81333,-36.4175636,143.9106594
Loddon Shire,2008,Vacant House Block,44,35500,46118,-36.4175636,143.9106594
Loddon Shire,2007,House,78,112500,116410,-36.4175636,143.9106594
Loddon Shire,2007,Units/Apartment,1,125000,125000,-36.4175636,143.9106594
Loddon Shire,2007,Vacant House Block,28,39975,52364,-36.4175636,143.9106594
Loddon Shire,2006,House,73,115000,130345,-36.4175636,143.9106594
Loddon Shire,2006,Units/Apartment,3,110000,103333,-36.4175636,143.9106594
Loddon Shire,2006,Vacant House Block,46,20000,42360,-36.4175636,143.9106594
Macedon Ranges Shire,2016,House,542,471000,517465,-37.3663141,144.6972774
Macedon Ranges Shire,2016,Units/Apartment,98,382500,385350,-37.3663141,144.6972774
Macedon Ranges Shire,2016,Vacant House Block,188,205000,219941,-37.3663141,144.6972774
Macedon Ranges Shire,2015,House,612,465000,504216,-37.3663141,144.6972774
Macedon Ranges Shire,2015,Units/Apartment,106,348750,365245,-37.3663141,144.6972774
Macedon Ranges Shire,2015,Vacant House Block,227,215000,218396,-37.3663141,144.6972774
Macedon Ranges Shire,2014,House,548,443500,470546,-37.3663141,144.6972774
Macedon Ranges Shire,2014,Units/Apartment,100,346500,359369,-37.3663141,144.6972774
Macedon Ranges Shire,2014,Vacant House Block,207,215000,206705,-37.3663141,144.6972774
Macedon Ranges Shire,2013,House,540,430000,467813,-37.3663141,144.6972774
Macedon Ranges Shire,2013,Units/Apartment,96,341000,350909,-37.3663141,144.6972774
Macedon Ranges Shire,2013,Vacant House Block,224,217000,214452,-37.3663141,144.6972774
